target_id	length	eff_length	est_counts	tpm
ENSMUST00000194383.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130048.1|Gria2-004|Gria2|3462|retained_intron|	3462	3263.49	2.79315	190.181
ENSMUST00000193645.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130049.1|Gria2-007|Gria2|4799|retained_intron|	4799	4600.49	181.232	8753.56
ENSMUST00000194523.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130050.1|Gria2-008|Gria2|2719|retained_intron|	2719	2520.49	0	0
ENSMUST00000195062.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130051.1|Gria2-005|Gria2|1975|retained_intron|	1975	1776.49	0	0
ENSMUST00000194164.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130052.1|Gria2-006|Gria2|2147|retained_intron|	2147	1948.49	182.389	20799.6
ENSMUST00000108589.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013521.1|Dlg4-002|Dlg4|3271|protein_coding|	3271	3072.49	0	0
ENSMUST00000133140.6|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013523.3|Dlg4-004|Dlg4|647|protein_coding|	647	448.689	0	0
ENSMUST00000108586.3|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000089994.1|Dlg4-013|Dlg4|283|processed_transcript|	283	103.355	0	0
ENSMUST00000108588.6|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013520.2|Dlg4-001|Dlg4|3457|protein_coding|	3457	3258.49	79.5022	5421.48
ENSMUST00000018700.11|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013522.2|Dlg4-003|Dlg4|3204|protein_coding|	3204	3005.49	207.498	15341
ENSMUST00000134376.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013524.2|Dlg4-005|Dlg4|551|protein_coding|	551	352.689	0	0
ENSMUST00000124568.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038804.2|Dlg4-008|Dlg4|555|protein_coding|	555	356.689	0	0
ENSMUST00000135916.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038805.3|Dlg4-009|Dlg4|404|protein_coding|	404	210.672	0	0
ENSMUST00000132597.2|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013525.2|Dlg4-006|Dlg4|845|protein_coding|	845	646.493	0	0
ENSMUST00000143920.2|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038806.2|Dlg4-010|Dlg4|534|protein_coding|	534	335.958	373.145	246802
ENSMUST00000138004.2|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038807.2|Dlg4-011|Dlg4|637|retained_intron|	637	438.689	0	0
ENSMUST00000123687.1|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038854.2|Dlg4-012|Dlg4|729|nonsense_mediated_decay|	729	530.493	0	0
ENSMUST00000131497.1|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013526.1|Dlg4-007|Dlg4|301|retained_intron|	301	118.122	0	0
ENSMUST00000044306.11|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039039.2|Grm1-002|Grm1|6930|protein_coding|	6930	6731.49	23.8991	788.908
ENSMUST00000105561.7|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039038.2|Grm1-001|Grm1|4435|protein_coding|	4435	4236.49	0.00203198	0.106578
ENSMUST00000105560.1|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000041159.1|Grm1-006|Grm1|4265|protein_coding|	4265	4066.49	0	0
ENSMUST00000155772.1|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039041.1|Grm1-004|Grm1|586|processed_transcript|	586	387.689	0	0
ENSMUST00000135120.1|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039040.2|Grm1-003|Grm1|598|processed_transcript|	598	399.689	0	0
ENSMUST00000156826.1|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039044.1|Grm1-005|Grm1|450|processed_transcript|	450	253.791	0.0988287	86.5293
ENSMUST00000200826.2|ENSMUSG00000023192.11|OTTMUSG00000049456.2|OTTMUST00000126075.1|Grm2-003|Grm2|2181|protein_coding|	2181	1982.49	0	0
ENSMUST00000023959.11|ENSMUSG00000023192.11|OTTMUSG00000049456.2|OTTMUST00000126077.2|Grm2-002|Grm2|4711|protein_coding|	4711	4512.49	3	147.727
ENSMUST00000201681.1|ENSMUSG00000023192.11|OTTMUSG00000049456.2|OTTMUST00000126078.1|Grm2-001|Grm2|2111|protein_coding|	2111	1912.49	0	0
ENSMUST00000201955.1|ENSMUSG00000023192.11|OTTMUSG00000049456.2|OTTMUST00000126079.1|Grm2-004|Grm2|448|processed_transcript|	448	252.086	0	0
ENSMUST00000004076.4|ENSMUSG00000003974.6|OTTMUSG00000054376.1|OTTMUST00000134901.1|Grm3-001|Grm3|3049|protein_coding|	3049	2850.49	31	2416.56
ENSMUST00000118489.6|ENSMUSG00000063239.15|OTTMUSG00000028925.2|OTTMUST00000071685.2|Grm4-001|Grm4|2976|protein_coding|	2976	2777.49	3	240.007
ENSMUST00000118161.1|ENSMUSG00000063239.15|OTTMUSG00000028925.2|OTTMUST00000071686.1|Grm4-002|Grm4|4537|protein_coding|	4537	4338.49	0	0
ENSMUST00000146277.6|ENSMUSG00000063239.15|OTTMUSG00000028925.2|OTTMUST00000071687.1|Grm4-003|Grm4|810|retained_intron|	810	611.493	0	0
ENSMUST00000147865.1|ENSMUSG00000063239.15|OTTMUSG00000028925.2|OTTMUST00000071688.1|Grm4-004|Grm4|645|processed_transcript|	645	446.689	0	0
ENSMUST00000167164.6|ENSMUSG00000049583.13|OTTMUSG00000016489.2|-|Grm5-202|Grm5|3612|protein_coding|	3612	3413.49	0	0
ENSMUST00000107263.7|ENSMUSG00000049583.13|OTTMUSG00000016489.2|-|Grm5-201|Grm5|3516|protein_coding|	3516	3317.49	2.69737	180.67
ENSMUST00000138732.1|ENSMUSG00000049583.13|OTTMUSG00000016489.2|OTTMUST00000039789.1|Grm5-003|Grm5|570|processed_transcript|	570	371.689	0	0
ENSMUST00000155358.1|ENSMUSG00000049583.13|OTTMUSG00000016489.2|OTTMUST00000039788.2|Grm5-002|Grm5|3739|protein_coding|	3739	3540.49	0	0
ENSMUST00000125009.6|ENSMUSG00000049583.13|OTTMUSG00000016489.2|OTTMUST00000039787.2|Grm5-001|Grm5|6896|protein_coding|	6896	6697.49	52.3026	1735.27
ENSMUST00000023268.12|ENSMUSG00000022602.13|OTTMUSG00000016386.3|OTTMUST00000047955.2|Arc-002|Arc|3055|protein_coding|	3055	2856.49	46.5447	3620.7
ENSMUST00000110009.3|ENSMUSG00000022602.13|OTTMUSG00000016386.3|OTTMUST00000039452.1|Arc-001|Arc|3054|protein_coding|	3054	2855.49	23.4553	1825.22
ENSMUST00000088546.10|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042964.1|Fmr1-001|Fmr1|4409|protein_coding|	4409	4210.49	0	0
ENSMUST00000133327.1|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042974.1|Fmr1-011|Fmr1|720|processed_transcript|	720	521.493	0	0
ENSMUST00000127954.6|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042965.1|Fmr1-002|Fmr1|1333|retained_intron|	1333	1134.49	0	0
ENSMUST00000146177.6|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042967.1|Fmr1-004|Fmr1|2870|retained_intron|	2870	2671.49	0	0
ENSMUST00000148348.6|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042973.1|Fmr1-010|Fmr1|2193|retained_intron|	2193	1994.49	0	0
ENSMUST00000114656.6|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042968.1|Fmr1-005|Fmr1|4257|protein_coding|	4257	4058.49	0	0
ENSMUST00000114654.6|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042971.1|Fmr1-008|Fmr1|4061|protein_coding|	4061	3862.49	14.6988	845.607
ENSMUST00000114655.6|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042972.1|Fmr1-009|Fmr1|4199|protein_coding|	4199	4000.49	5.64408e-08	3.13498e-06
ENSMUST00000114657.7|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042969.1|Fmr1-006|Fmr1|4076|protein_coding|	4076	3877.49	1.73017	99.1503
ENSMUST00000114653.1|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042970.1|Fmr1-007|Fmr1|4058|protein_coding|	4058	3859.49	22.5711	1299.5
ENSMUST00000142584.1|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042966.1|Fmr1-003|Fmr1|1950|retained_intron|	1950	1751.49	0	0
ENSMUST00000141728.1|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042975.1|Fmr1-012|Fmr1|588|retained_intron|	588	389.689	0	0
ENSMUST00000127993.1|ENSMUSG00000000838.16|OTTMUSG00000017748.1|OTTMUST00000042976.1|Fmr1-013|Fmr1|646|retained_intron|	646	447.689	0	0
ENSMUST00000103178.9|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024748.1|Prkcz-002|Prkcz|4083|protein_coding|	4083	3884.49	18.7601	1073.14
ENSMUST00000030922.13|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024756.2|Prkcz-001|Prkcz|2641|protein_coding|	2641	2442.49	23.1764	2108.47
ENSMUST00000140256.1|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024800.1|Prkcz-010|Prkcz|790|processed_transcript|	790	591.493	4.53082	1702.09
ENSMUST00000135699.1|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024799.1|Prkcz-009|Prkcz|574|processed_transcript|	574	375.689	0	0
ENSMUST00000131975.6|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024796.1|Prkcz-006|Prkcz|837|protein_coding|	837	638.493	0	0
ENSMUST00000123652.6|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024794.1|Prkcz-004|Prkcz|586|protein_coding|	586	387.689	0	0
ENSMUST00000139647.6|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024795.1|Prkcz-005|Prkcz|500|processed_transcript|	500	302.345	0	0
ENSMUST00000125320.1|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024798.1|Prkcz-008|Prkcz|363|processed_transcript|	363	172.32	1.53267	1976.38
ENSMUST00000145373.1|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024797.1|Prkcz-007|Prkcz|430|processed_transcript|	430	235.345	0	0
ENSMUST00000105624.1|ENSMUSG00000029053.15|OTTMUSG00000010601.4|OTTMUST00000024757.1|Prkcz-003|Prkcz|694|protein_coding|	694	495.689	0	0
ENSMUST00000108249.7|ENSMUSG00000037643.13|OTTMUSG00000032732.2|OTTMUST00000081432.2|Prkci-001|Prkci|4708|protein_coding|	4708	4509.49	320	15768
ENSMUST00000130238.1|ENSMUSG00000037643.13|OTTMUSG00000032732.2|OTTMUST00000081433.1|Prkci-002|Prkci|614|protein_coding|	614	415.689	0	0
ENSMUST00000123971.6|ENSMUSG00000037643.13|OTTMUSG00000032732.2|OTTMUST00000081434.1|Prkci-003|Prkci|688|processed_transcript|	688	489.689	0	0
ENSMUST00000136086.1|ENSMUSG00000037643.13|OTTMUSG00000032732.2|OTTMUST00000081436.1|Prkci-005|Prkci|456|protein_coding|	456	259.791	0	0
ENSMUST00000130706.1|ENSMUSG00000037643.13|OTTMUSG00000032732.2|OTTMUST00000081435.1|Prkci-004|Prkci|722|retained_intron|	722	523.493	0	0
ENSMUST00000021674.6|ENSMUSG00000021250.12|OTTMUSG00000019764.1|OTTMUST00000047265.1|Fos-001|Fos|2108|protein_coding|	2108	1909.49	232.818	27092.8
ENSMUST00000136122.6|ENSMUSG00000021250.12|OTTMUSG00000019764.1|OTTMUST00000047268.1|Fos-004|Fos|795|processed_transcript|	795	596.493	2.8895	1076.4
ENSMUST00000140525.6|ENSMUSG00000021250.12|OTTMUSG00000019764.1|OTTMUST00000047267.1|Fos-003|Fos|834|processed_transcript|	834	635.493	0	0
ENSMUST00000134311.1|ENSMUSG00000021250.12|OTTMUSG00000019764.1|OTTMUST00000047266.1|Fos-002|Fos|631|processed_transcript|	631	432.689	18.2921	9393.87
ENSMUST00000185594.5|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122762.1|Creb1-002|Creb1|1569|protein_coding|	1569	1370.49	0	0
ENSMUST00000171164.6|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122763.1|Creb1-008|Creb1|1287|protein_coding|	1287	1088.49	0	0
ENSMUST00000188855.5|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122764.1|Creb1-011|Creb1|660|retained_intron|	660	461.689	0	0
ENSMUST00000187811.5|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122765.1|Creb1-003|Creb1|1255|protein_coding|	1255	1056.49	0	0
ENSMUST00000049932.10|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122766.1|Creb1-004|Creb1|5009|protein_coding|	5009	4810.49	11.397	526.45
ENSMUST00000087366.9|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122767.1|Creb1-001|Creb1|8364|protein_coding|	8364	8165.49	14.603	397.387
ENSMUST00000186335.5|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122768.1|Creb1-005|Creb1|1288|processed_transcript|	1288	1089.49	0	0
ENSMUST00000190876.5|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122769.1|Creb1-006|Creb1|1420|nonsense_mediated_decay|	1420	1221.49	3	545.74
ENSMUST00000190348.1|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122770.1|Creb1-007|Creb1|1260|protein_coding|	1260	1061.49	0	0
ENSMUST00000187035.1|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122771.1|Creb1-010|Creb1|1642|retained_intron|	1642	1443.49	108	16625.1
ENSMUST00000190979.1|ENSMUSG00000025958.13|OTTMUSG00000047617.1|OTTMUST00000122772.1|Creb1-009|Creb1|2763|retained_intron|	2763	2564.49	6	519.882
ENSMUST00000102888.8|ENSMUSG00000024617.15|OTTMUSG00000016302.3|OTTMUST00000039175.1|Camk2a-001|Camk2a|4970|protein_coding|	4970	4771.49	1072.78	49959
ENSMUST00000134496.1|ENSMUSG00000024617.15|OTTMUSG00000016302.3|OTTMUST00000039177.1|Camk2a-003|Camk2a|2301|retained_intron|	2301	2102.49	0	0
ENSMUST00000025519.9|ENSMUSG00000024617.15|OTTMUSG00000016302.3|OTTMUST00000039176.2|Camk2a-002|Camk2a|3244|protein_coding|	3244	3045.49	0	0
ENSMUST00000115297.6|ENSMUSG00000024617.15|OTTMUSG00000016302.3|OTTMUST00000039180.1|Camk2a-006|Camk2a|499|protein_coding|	499	301.345	0	0
ENSMUST00000137805.1|ENSMUSG00000024617.15|OTTMUSG00000016302.3|OTTMUST00000039179.3|Camk2a-005|Camk2a|530|protein_coding|	530	332.345	0	0
ENSMUST00000115295.7|ENSMUSG00000024617.15|OTTMUSG00000016302.3|OTTMUST00000039178.1|Camk2a-004|Camk2a|979|protein_coding|	979	780.493	0	0
ENSMUST00000039904.6|ENSMUSG00000024617.15|OTTMUSG00000016302.3|OTTMUST00000048566.1|Camk2a-007|Camk2a|1734|protein_coding|	1734	1535.49	2.43694	352.656
ENSMUST00000092425.9|ENSMUSG00000017404.11|OTTMUSG00000002909.1|OTTMUST00000005957.1|Rpl19-002|Rpl19|737|protein_coding|	737	538.493	0.0010875	0.448749
ENSMUST00000017548.6|ENSMUSG00000017404.11|OTTMUSG00000002909.1|OTTMUST00000005956.1|Rpl19-001|Rpl19|751|protein_coding|	751	552.493	72.9989	29359.3
ENSMUST00000134435.1|ENSMUSG00000017404.11|OTTMUSG00000002909.1|OTTMUST00000005958.1|Rpl19-003|Rpl19|359|retained_intron|	359	168.525	0	0
ENSMUST00000198477.1|ENSMUSG00000106106.1|OTTMUSG00000053277.1|OTTMUST00000133068.1|Rn18s-rs5-001|Rn18s-rs5|1849|rRNA|	1849	1650.49	2578	347076
ENSMUST00000000033.10|ENSMUSG00000048583.15|OTTMUSG00000035324.9|OTTMUST00000035617.4|Igf2-001|Igf2|3708|protein_coding|	3708	3509.49	7.02534	444.814
ENSMUST00000097936.7|ENSMUSG00000048583.15|OTTMUSG00000035324.9|-|Igf2-201|Igf2|2503|protein_coding|	2503	2304.49	0	0
ENSMUST00000121128.6|ENSMUSG00000048583.15|OTTMUSG00000035324.9|OTTMUST00000035618.4|Igf2-002|Igf2|4722|protein_coding|	4722	4523.49	40.1493	1972.24
ENSMUST00000105936.6|ENSMUSG00000048583.15|OTTMUSG00000035324.9|OTTMUST00000035619.1|Igf2-003|Igf2|3970|protein_coding|	3970	3771.49	0	0
ENSMUST00000163148.2|ENSMUSG00000048583.15|OTTMUSG00000035324.9|OTTMUST00000111234.1|Igf2-008|Igf2|958|processed_transcript|	958	759.493	378.221	110657
ENSMUST00000105935.6|ENSMUSG00000048583.15|OTTMUSG00000035324.9|OTTMUST00000035620.1|Igf2-004|Igf2|650|protein_coding|	650	451.689	10.2723	5053.39
ENSMUST00000145896.2|ENSMUSG00000048583.15|OTTMUSG00000035324.9|OTTMUST00000035621.17|Igf2-005|Igf2|376|protein_coding|	376	183.987	1.81447	2191.39
ENSMUST00000178921.1|ENSMUSG00000048583.15|OTTMUSG00000035324.9|OTTMUST00000111235.1|Igf2-007|Igf2|462|protein_coding|	462	265.688	0	0
ENSMUST00000143666.2|ENSMUSG00000048583.15|OTTMUSG00000035324.9|OTTMUST00000035622.2|Igf2-006|Igf2|649|retained_intron|	649	450.689	0	0
ENSMUST00000141387.3|ENSMUSG00000027887.11|OTTMUSG00000007181.3|OTTMUST00000016565.2|Sypl2-001|Sypl2|4090|protein_coding|	4090	3891.49	0	0
ENSMUST00000156371.2|ENSMUSG00000027887.11|OTTMUSG00000007181.3|OTTMUST00000016566.3|Sypl2-002|Sypl2|969|retained_intron|	971	772.493	0	0
ENSMUST00000076698.10|ENSMUSG00000020570.13|OTTMUSG00000027537.1|OTTMUST00000068186.1|Sypl-001|Sypl|4189|protein_coding|	4189	3990.49	26.692	1486.31
ENSMUST00000020885.11|ENSMUSG00000020570.13|OTTMUSG00000027537.1|OTTMUST00000068187.1|Sypl-002|Sypl|2019|protein_coding|	2019	1820.49	0	0
ENSMUST00000122861.6|ENSMUSG00000020570.13|OTTMUSG00000027537.1|OTTMUST00000068190.1|Sypl-005|Sypl|646|nonsense_mediated_decay|	646	447.689	0	0
ENSMUST00000129592.1|ENSMUSG00000020570.13|OTTMUSG00000027537.1|OTTMUST00000068189.1|Sypl-004|Sypl|696|processed_transcript|	696	497.689	0	0
ENSMUST00000131562.1|ENSMUSG00000020570.13|OTTMUSG00000027537.1|OTTMUST00000068188.1|Sypl-003|Sypl|2982|retained_intron|	2982	2783.49	0	0
ENSMUST00000139339.1|ENSMUSG00000020570.13|OTTMUSG00000027537.1|OTTMUST00000068191.1|Sypl-006|Sypl|569|processed_transcript|	569	370.689	0	0
ENSMUST00000102597.4|ENSMUSG00000028800.14|OTTMUSG00000009661.1|OTTMUST00000022290.1|Hdac1-001|Hdac1|2038|protein_coding|	2038	1839.49	0.00979092	1.18272
ENSMUST00000145628.1|ENSMUSG00000028800.14|OTTMUSG00000009661.1|OTTMUST00000022296.1|Hdac1-007|Hdac1|844|retained_intron|	844	645.493	2.99652	1031.53
ENSMUST00000142984.1|ENSMUSG00000028800.14|OTTMUSG00000009661.1|OTTMUST00000022294.1|Hdac1-005|Hdac1|810|retained_intron|	810	611.493	0.996706	362.185
ENSMUST00000125718.6|ENSMUSG00000028800.14|OTTMUSG00000009661.1|OTTMUST00000022292.1|Hdac1-003|Hdac1|759|retained_intron|	759	560.493	2.99698	1188.14
ENSMUST00000150105.1|ENSMUSG00000028800.14|OTTMUSG00000009661.1|OTTMUST00000022293.1|Hdac1-004|Hdac1|803|retained_intron|	803	604.493	84	30877.6
ENSMUST00000132909.1|ENSMUSG00000028800.14|OTTMUSG00000009661.1|OTTMUST00000022295.1|Hdac1-006|Hdac1|473|retained_intron|	473	276.688	0	0
ENSMUST00000139305.1|ENSMUSG00000028800.14|OTTMUSG00000009661.1|OTTMUST00000022291.1|Hdac1-002|Hdac1|754|retained_intron|	756	557.493	0	0
ENSMUST00000041736.9|ENSMUSG00000034245.9|OTTMUSG00000017285.3|OTTMUST00000041896.1|Hdac11-001|Hdac11|2653|protein_coding|	2653	2454.49	35.0142	3169.84
ENSMUST00000154389.1|ENSMUSG00000034245.9|OTTMUSG00000017285.3|OTTMUST00000041898.2|Hdac11-003|Hdac11|738|retained_intron|	738	539.493	0	0
ENSMUST00000143621.6|ENSMUSG00000034245.9|OTTMUSG00000017285.3|OTTMUST00000041900.1|Hdac11-005|Hdac11|536|protein_coding|	536	337.958	0	0
ENSMUST00000127768.1|ENSMUSG00000034245.9|OTTMUSG00000017285.3|OTTMUST00000041899.2|Hdac11-004|Hdac11|688|retained_intron|	688	489.689	3.21112	1457.11
ENSMUST00000155007.1|ENSMUSG00000034245.9|OTTMUSG00000017285.3|OTTMUST00000041897.2|Hdac11-002|Hdac11|1251|protein_coding|	1251	1052.49	10.7747	2274.79
ENSMUST00000204776.1|ENSMUSG00000034245.9|OTTMUSG00000017285.3|OTTMUST00000142237.1|Hdac11-007|Hdac11|198|nonsense_mediated_decay|	198	40.091	0	0
ENSMUST00000134154.1|ENSMUSG00000034245.9|OTTMUSG00000017285.3|OTTMUST00000041901.1|Hdac11-006|Hdac11|815|retained_intron|	817	618.493	0	0
ENSMUST00000129398.6|ENSMUSG00000062906.11|OTTMUSG00000017283.1|OTTMUST00000041886.1|Hdac10-002|Hdac10|2376|processed_transcript|	2376	2177.49	0	0
ENSMUST00000082197.10|ENSMUSG00000062906.11|OTTMUSG00000017283.1|OTTMUST00000041885.1|Hdac10-001|Hdac10|2412|protein_coding|	2412	2213.49	4	401.548
ENSMUST00000143465.6|ENSMUSG00000062906.11|OTTMUSG00000017283.1|OTTMUST00000041887.1|Hdac10-003|Hdac10|2650|retained_intron|	2650	2451.49	0	0
ENSMUST00000128908.6|ENSMUSG00000062906.11|OTTMUSG00000017283.1|OTTMUST00000041888.1|Hdac10-004|Hdac10|2580|retained_intron|	2580	2381.49	0	0
ENSMUST00000134111.6|ENSMUSG00000062906.11|OTTMUSG00000017283.1|OTTMUST00000041889.1|Hdac10-005|Hdac10|2895|retained_intron|	2895	2696.49	0	0
ENSMUST00000109347.1|ENSMUSG00000062906.11|OTTMUSG00000017283.1|OTTMUST00000041891.1|Hdac10-007|Hdac10|1824|protein_coding|	1824	1625.49	0	0
ENSMUST00000138245.1|ENSMUSG00000062906.11|OTTMUSG00000017283.1|OTTMUST00000041893.1|Hdac10-006|Hdac10|911|processed_transcript|	911	712.493	0	0
ENSMUST00000153195.1|ENSMUSG00000062906.11|OTTMUSG00000017283.1|OTTMUST00000041892.1|Hdac10-008|Hdac10|916|processed_transcript|	916	717.493	0	0
ENSMUST00000019911.12|ENSMUSG00000019777.15|OTTMUSG00000020840.2|OTTMUST00000049270.2|Hdac2-001|Hdac2|2005|protein_coding|	2005	1806.49	13.9853	1720.25
ENSMUST00000105510.1|ENSMUSG00000019777.15|OTTMUSG00000020840.2|OTTMUST00000049280.1|Hdac2-002|Hdac2|3250|protein_coding|	3250	3051.49	6.01468	437.981
ENSMUST00000128031.6|ENSMUSG00000019777.15|OTTMUSG00000020840.2|OTTMUST00000049281.1|Hdac2-003|Hdac2|906|processed_transcript|	906	707.493	0	0
ENSMUST00000123010.1|ENSMUSG00000019777.15|OTTMUSG00000020840.2|OTTMUST00000049282.1|Hdac2-004|Hdac2|539|retained_intron|	539	340.958	0	0
